App Name,App Store,App,Store,App ID,Review ID,Country,Version,Rating,Date,Author,Subject,Body,Translated Subject,Translated Body,Emotion,Device
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2236647973,China,4.45,5,2018-02-22,noheartnolung,明月,明月几时有 把酒问青天,Bright moon,When will the moon ask the sky?,,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2236604507,China,4.45,5,2018-02-22,行者g,在台湾，很好用。,在台湾，很好用。再熟悉过程中……不知道在其他地方怎么样？,"In Taiwan, it works well.","In Taiwan, it works well. Familiar with the process ... ... do not know how else in other places?",,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2236362237,China,4.45,5,2018-02-22,玩味自然,值得信赖的地图,我刚刚来美国底特律地方不熟悉只有通过谷歌地图查找相关地图而且每次都顺利找到目的地同时还有快速便捷提醒啊！,Trusted map,"I just came to the United States, Detroit is not familiar with local only through Google Maps to find the relevant map and every time to find a destination smoothly, as well as quick and easy reminder ah!",,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2236282049,China,4.45,5,2018-02-22,舞一片空白,一片空白,一片空白？一片空白？一片空白？,Blank,Blank? Blank? Blank?,,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2236219067,China,4.45,5,2018-02-22,DianyanS,尴尬个人,鳄鱼看看跟凡凡去日本探探使用那时他那样什么意思呢尴尬请及时跟你谈谈谈谈谈谈姐姐烫伤什么那样什么意思是扬名于世你刚刚说感叹世界上永远是可以叫他说他就是体内痰美国私募的命运是一种痛叫一声🙀👆🏽😸😹👆🏽👆🏽👉🏼😸过来了一颗妈妈也可以当狂打给你说过我呀,Embarrassed individuals,Crocodile to see who go to Japan to explore the use of what is the meaning when he embarrassed Please talk to you in time to talk about what sister sister burns What is meant by well-known You just said I lament the world can always tell him He is the body phlegm The fate of private equity in the United States is a pain cry 🙀👆🏽😸😹👆🏽👆🏽👉🏼😸 come over a mother can also be crazy when you hit me,,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2236188560,China,4.45,5,2018-02-22,小伍五五,好用吗,要评论才能用吗？高德可以在国外看国内的地图，国外的地图不管是国内国外都没有数据包，高德只能国内用，连台湾的数据都没有，而百度虽然有了国外数据包，但国外不能导航无法搜索路线基本还是废的。是准备去马尔代夫吗？去马尔代夫是用不到地图的，国内航班都是停在首都马累，然后乘坐上岛交通上岛，马代的岛普遍不大，有些小型岛屿，十多分钟就走完了，大型岛屿换到一周也就差不多两个小时，岛上都有指示路标，大型岛上有提供自行车或者电瓶车可以接送，完全用不上地图。,easy to use,"Can I use it for comment? High German can look at the domestic map of foreign countries, regardless of the foreign map is no data packets at home and abroad, only high German domestic use, and even the data in Taiwan are not, and although Baidu has foreign data packets, but can not navigate abroad Search basic or scrapped. Is it ready for the Maldives? Go to the Maldives is less than the map, the domestic flights are parked in the capital of Male, and then take the island traffic on the island, the island of the Madi generally not large, some small islands, more than 10 minutes to go, the large islands to It takes about two hours a week, there are signs on the island, large islands have bicycles or battery cars can pick up and drop, do not have access to the map.",,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2235757588,China,4.45,5,2018-02-22,依一呀呀,能用吗,找个喜欢的人就已经很不容易了，没想到找个能用的地图重要的是爱拍的地图就更不容易了，噢弄人生好艰难又麻烦，但是呢也充满挑战和趣味性，毕竟明天住在哪里都不知道明天还充满未知说不定要去和前任的现任pk啊哈哈哈哈哈哈哈，也真的是搞笑啊，今天最幸福的事情就是我们终于在平昌拿了冠军就超开心的因为太不容易了人生太幸苦了哎呀怎么又绕回这个话题了啊哈哈哈哈哈。幸苦就是幸福又辛苦，嗯嗯这就是人生吧 嗯不能发送是为什么呢难道是字数还不够那要写多少字才行吐血喔……,Does it work,"Find a favorite person is not easy, did not expect to find a map can be used is important to love the map is even more difficult, oh get tough and troublesome life, but it is full of challenges and fun, After all, where to live tomorrow do not know tomorrow is full of unknown maybe go to and the incumbent of the current pk ah ha ha ha ha ha ha ha, is really funny ah, the happiest thing today is that we finally took the championship in pyeongchang super Happy because it is not easy life is so blessed how to wrap around this topic ah ha ha ha ha ha. Fortunately, happiness and hard work, er This is life ah Well can not send is why it is not enough words to write that how much to vomit blood Oh ... ...",,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2235725650,China,4.45,5,2018-02-22,prowayzl,评论,打开一片空白，是否需要评论以后使用,comment,"Open a blank, whether you need to comment on later use",,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2235698697,China,4.45,4,2018-02-22,librazxc,真坑爹打不开,(DSAMD-02) 極上女優余裕三連發 瀧澤まいMai,Really pit father can not open,(DSAMD - 02) Toshihiro Actress Yuu Triplicate Origin Mai Takizawa Mai,,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2235594588,China,4.45,5,2018-02-22,唉嗯你呢你多大啊哦那还行吧,我试试一直打开是一片空白,我试试一直打开是一片空白的地方，，，，,I try to open is a blank,"I try to open is a blank place ,,,,",,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2235482397,China,4.45,5,2018-02-22,slivenly,评论就能用？是不是真的？,不知道是不是真的。评论了再说吧，现在打开是空白的。很好的地图，可惜了。,Comments can be used? Is it real?,"Do not know is not true. Comment on it, now open is blank. Good map, pity.",,
