App Name,App Store,App,Store,App ID,Review ID,Country,Version,Rating,Date,Author,Subject,Body,Translated Subject,Translated Body,Emotion,Device
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2057641761,Taiwan,4.43,1,2018-01-04,Amylan05,您好，定位的地方與現實的地方不符，請改進⋯,您好，定位的地方與現實的地方不符，請改進⋯,"Hello, the location does not match the real place, please improve ...","Hello, the location does not match the real place, please improve ...",,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2057627311,Turkey,4.43,1,2018-01-04,Aytg's,Evi tanımlayamıyorum,Ev adresimi tanımlayamıyorum,I can not identify the house,I can not identify my home address,,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2057618192,India,4.43,5,2018-01-04,Premratan,Globe at fingertips,Google has brought globe within reach.,,,,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2057617464,China,4.43,1,2018-01-04,皮蛋超人皮蛋超人,怎么才能用,用不了，再好都没用,How to use,"Can not be used, no good no use",,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2057588861,Japan,4.43,1,2018-01-04,rena3jsb,使えん,早く行ける道を探してくれるのはありがたいけど、まっすぐ行けばいいのにわざわざ回り道したり細い道通らすし、挙げ句の果て裏の従業員の駐車場とかについたりするのどうにかしてもらえませんか,Use,"Thankfully looking for a way to go early, but you can go ahead and go through a narrow path and go straight to the parking lots of the employees behind the phrase or something",,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2057578958,Taiwan,4.43,1,2018-01-04,money6130,柬埔寨的導航功能消失,柬埔寨導航功能沒有了，可以恢復嗎？,Navigation in Cambodia disappeared,"Cambodia navigation function is gone, you can restore it?",,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2057552517,USA,4.43,5,2018-01-04,Thozeric,The Grand Global Positioning System,"So pleasant to use, so familiar it looks. It straightens mountains into rolling valleys and colorful meadows.
It illuminates the roadways and the byways.
It leads you home wherever you may be.

Thozi Nomvete",,,delighted,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2057543113,China,4.43,4,2018-01-04,时空者,不知道怎么样,不知道能不能用，应该还不错吧,I do not know how,"Do not know can not be used, it should not be bad",,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2057528804,Japan,4.43,5,2018-01-04,ek4最高,願い,大型トラック用ナビもよろしくお願いします,A wish,Navi for heavy-duty truck as well,,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2057522071,Italy,4.43,5,2018-01-04,Alemic8507,Utilissima!,Impagabile! Costasse anche 10€ sarebbe da scaricare!,Very useful!,Priceless! Also cost € 10 would be to download!,,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2057511631,Brazil,4.43,4,2018-01-04,Lohan Pourre,Fiscalização eletrônica,"Seria um recurso de ter acesso as fiscalizações eletrônicas no caminho desejado, seria uma forma de desbancar o Waze. Imagina um app mais leve e ainda com a mesma vantagem do outro gps, seria simplesmente fantástico!",Electronic Surveillance,"It would be a feature of having access to the electronic inspections in the desired path, would be a way to unseat Waze. Imagine a lighter app and still with the same advantage as other gps, it would just be fantastic!",,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2057511002,China,4.43,1,2018-01-04,Par Rong,在大陆地区下不了地图,没法显示地图,Can not under the map in the mainland,Can not display the map,,
Google Maps - GPS Navigation,iOS,Google Maps - GPS Navigation,iOS,585027354,2057494298,USA,4.43,5,2018-01-04,Ice km fish,Great clips,Wonderful hair cut always go there,,,delighted,
